               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.017892,            0.010317,           0.0016894,             0.99607,             0.96546,             0.98584,             0.85957,            0.015836,           0.0038731,           0.0011646,           0.0067555,           0.0067555,           0.0067555
                  84,            0.018077,            0.010733,           0.0017506,             0.98193,             0.97264,             0.98385,             0.86231,            0.014734,           0.0040345,           0.0013173,           0.0066874,           0.0066874,           0.0066874
                  85,            0.017905,             0.01095,           0.0018199,             0.98197,             0.97688,             0.98264,             0.86524,            0.014972,            0.003964,           0.0018609,           0.0066191,           0.0066191,           0.0066191
                  86,             0.01848,              0.0108,           0.0015804,             0.98217,               0.976,             0.98036,             0.86614,            0.015321,           0.0037741,           0.0022545,           0.0065505,           0.0065505,           0.0065505
                  87,            0.018143,            0.010945,           0.0023829,             0.98341,             0.97276,             0.98385,             0.85232,            0.014539,           0.0039055,           0.0025721,           0.0064816,           0.0064816,           0.0064816
                  88,            0.018211,            0.011678,           0.0022734,             0.98651,             0.97379,             0.98345,             0.88255,            0.014542,            0.003826,           0.0019801,           0.0064125,           0.0064125,           0.0064125
                  89,            0.017456,            0.010843,           0.0022375,             0.97903,             0.97389,             0.98524,             0.87148,            0.014642,           0.0038063,           0.0016262,           0.0063432,           0.0063432,           0.0063432
                  90,            0.017524,            0.011129,           0.0016412,             0.99152,             0.97399,             0.98564,             0.86672,            0.014401,           0.0037217,           0.0012357,           0.0062737,           0.0062737,           0.0062737
                  91,            0.017715,            0.010633,           0.0016492,             0.98557,             0.97585,             0.98535,             0.86124,            0.014367,           0.0039569,           0.0012449,            0.006204,            0.006204,            0.006204
                  92,            0.018052,            0.010271,           0.0015068,             0.98308,             0.96143,             0.97999,             0.85947,             0.01515,           0.0041181,           0.0021474,           0.0061341,           0.0061341,           0.0061341
                  93,            0.018302,            0.010488,           0.0019563,             0.97995,             0.97006,             0.98454,              0.8746,            0.015069,           0.0037867,           0.0019588,            0.006064,            0.006064,            0.006064
                  94,            0.017635,            0.010225,           0.0029307,             0.97338,             0.96542,             0.98238,             0.87242,            0.014367,           0.0037844,           0.0018732,           0.0059938,           0.0059938,           0.0059938
                  95,            0.017332,            0.009962,           0.0018259,             0.97374,              0.9592,             0.98167,             0.86935,            0.013615,           0.0038577,           0.0014952,           0.0059235,           0.0059235,           0.0059235
                  96,            0.017395,             0.01016,           0.0016375,             0.97677,             0.97398,             0.98364,             0.87153,            0.013821,           0.0039311,           0.0017231,           0.0058531,           0.0058531,           0.0058531
                  97,            0.016715,            0.010044,           0.0013661,             0.97556,             0.97774,             0.98619,             0.86323,            0.013812,           0.0039797,           0.0016115,           0.0057826,           0.0057826,           0.0057826
                  98,             0.01656,            0.010069,           0.0013821,             0.98119,             0.97603,             0.98531,             0.87551,            0.013394,            0.003743,           0.0013999,            0.005712,            0.005712,            0.005712
                  99,             0.01663,           0.0099726,            0.001504,             0.98431,             0.96498,              0.9866,             0.88193,             0.01301,           0.0036263,           0.0013309,           0.0056413,           0.0056413,           0.0056413
                 100,            0.016763,            0.010269,           0.0013683,             0.98861,              0.9615,             0.98494,             0.88217,            0.013052,           0.0036478,           0.0014289,           0.0055707,           0.0055707,           0.0055707
                 101,            0.015952,            0.009758,            0.001593,             0.98977,              0.9702,             0.98401,             0.86333,            0.014167,           0.0036954,            0.001316,              0.0055,              0.0055,              0.0055
                 102,            0.015695,           0.0099718,           0.0014243,             0.98889,             0.96883,             0.98424,             0.86974,            0.013712,           0.0036809,           0.0011778,           0.0054293,           0.0054293,           0.0054293
                 103,            0.016361,           0.0093685,           0.0018452,             0.99084,             0.97066,             0.98219,             0.88726,            0.015189,            0.003684,           0.0016929,           0.0053587,           0.0053587,           0.0053587
                 104,            0.016559,           0.0095789,           0.0015229,             0.99171,             0.97036,             0.98281,             0.88991,             0.01452,           0.0037495,           0.0014324,            0.005288,            0.005288,            0.005288
                 105,            0.015745,           0.0095266,           0.0015653,             0.99083,             0.97045,              0.9879,             0.89244,            0.013147,           0.0037408,           0.0012632,           0.0052174,           0.0052174,           0.0052174
                 106,            0.015748,           0.0095302,           0.0011107,             0.99402,             0.97056,             0.98556,             0.87094,             0.01419,           0.0038227,          0.00097589,           0.0051469,           0.0051469,           0.0051469
                 107,            0.015183,           0.0096609,           0.0010999,             0.99343,             0.96932,             0.98662,             0.89619,            0.013231,           0.0036319,          0.00088282,           0.0050765,           0.0050765,           0.0050765
                 108,            0.014856,           0.0092111,           0.0015925,             0.97302,             0.97751,             0.98648,             0.88253,            0.013327,           0.0036719,          0.00090863,           0.0050062,           0.0050062,           0.0050062
                 109,            0.014908,           0.0090802,           0.0013321,             0.98208,             0.97539,             0.98654,             0.87432,            0.013053,           0.0036368,          0.00088243,            0.004936,            0.004936,            0.004936
                 110,            0.015084,           0.0094166,           0.0010463,             0.98379,             0.97975,             0.98686,             0.88914,            0.013331,           0.0034952,          0.00094865,           0.0048659,           0.0048659,           0.0048659
                 111,            0.014878,           0.0092165,           0.0011214,             0.98891,             0.97309,             0.98794,             0.88777,            0.012458,           0.0036215,           0.0014282,            0.004796,            0.004796,            0.004796
                 112,            0.014803,           0.0094606,           0.0010359,               0.992,             0.97978,             0.98813,              0.8885,            0.012215,           0.0035463,           0.0018319,           0.0047263,           0.0047263,           0.0047263
                 113,            0.015016,           0.0092126,            0.001054,             0.99116,             0.98569,             0.98862,             0.88479,            0.012215,           0.0034473,           0.0015736,           0.0046568,           0.0046568,           0.0046568
                 114,            0.014904,           0.0091698,           0.0014301,             0.98648,             0.98134,             0.98853,             0.89029,            0.012619,           0.0034883,           0.0015027,           0.0045875,           0.0045875,           0.0045875
                 115,            0.014857,           0.0092539,            0.001088,              0.9893,             0.98342,              0.9865,             0.88918,            0.012744,           0.0035424,           0.0010365,           0.0045184,           0.0045184,           0.0045184
                 116,            0.014896,           0.0090883,           0.0010315,             0.98886,             0.97978,             0.98567,             0.89076,            0.013235,           0.0035641,           0.0013535,           0.0044495,           0.0044495,           0.0044495
                 117,            0.014534,           0.0091151,           0.0010774,             0.98769,             0.97978,             0.98618,             0.88872,             0.01291,           0.0035391,           0.0011387,           0.0043809,           0.0043809,           0.0043809
                 118,            0.014552,           0.0090308,           0.0011405,             0.98946,             0.97634,             0.98438,             0.88936,            0.013236,           0.0036272,           0.0011012,           0.0043126,           0.0043126,           0.0043126
                 119,            0.014288,           0.0085909,           0.0012139,             0.98693,              0.9768,             0.98619,             0.89389,            0.013515,           0.0037084,           0.0010393,           0.0042445,           0.0042445,           0.0042445
                 120,            0.014179,           0.0091516,           0.0012257,             0.98631,             0.97761,             0.98541,             0.89224,            0.013263,           0.0036059,           0.0010866,           0.0041768,           0.0041768,           0.0041768
                 121,            0.013358,           0.0092329,           0.0012184,             0.99612,             0.97033,             0.98644,              0.8839,            0.012968,           0.0036214,          0.00093778,           0.0041094,           0.0041094,           0.0041094
