               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,            0.020359,            0.011936,           0.0022583,             0.98746,             0.97515,             0.98939,             0.83483,            0.014329,           0.0043611,          0.00053185,           0.0061341,           0.0061341,           0.0061341
                  93,            0.019679,            0.012161,           0.0018588,             0.98093,             0.97544,             0.99253,              0.8464,            0.013419,            0.004113,          0.00047819,            0.006064,            0.006064,            0.006064
                  94,            0.018898,            0.011984,           0.0013773,             0.97477,             0.97849,             0.99096,             0.83907,            0.014352,           0.0042045,          0.00040895,           0.0059938,           0.0059938,           0.0059938
                  95,            0.019165,            0.011692,           0.0015841,             0.96965,             0.98174,             0.98916,             0.83652,            0.013823,           0.0043785,          0.00042997,           0.0059235,           0.0059235,           0.0059235
                  96,            0.019913,            0.012132,           0.0020552,              0.9774,             0.97623,             0.99136,             0.83229,            0.013888,           0.0042223,          0.00042083,           0.0058531,           0.0058531,           0.0058531
                  97,            0.020135,            0.011029,           0.0018888,             0.97134,             0.98773,             0.99144,             0.84634,            0.014201,           0.0041948,            0.000402,           0.0057826,           0.0057826,           0.0057826
                  98,              0.0193,            0.011075,           0.0016064,             0.98665,             0.97361,             0.99308,             0.84305,            0.014556,           0.0041441,          0.00052662,            0.005712,            0.005712,            0.005712
                  99,            0.019078,            0.011535,            0.002048,             0.98566,             0.98484,             0.99246,             0.84567,            0.013796,           0.0041232,          0.00057228,           0.0056413,           0.0056413,           0.0056413
                 100,             0.01969,            0.011892,           0.0017725,             0.98877,             0.97572,             0.99312,             0.83966,            0.013269,           0.0040692,          0.00043089,           0.0055707,           0.0055707,           0.0055707
                 101,             0.01873,             0.01134,           0.0014615,             0.99462,             0.97607,             0.99147,             0.84004,            0.014256,           0.0040283,          0.00047561,              0.0055,              0.0055,              0.0055
                 102,            0.018739,            0.011242,           0.0015489,             0.99471,             0.98161,             0.99074,             0.83663,            0.014219,            0.004193,           0.0006284,           0.0054293,           0.0054293,           0.0054293
